com.samsung.shealth.tracker.pedometer_day_summary,6195017,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
7429,e6cc11e9-773a-4143-8035-f9bf0fbcdfb3.binning_data.json,4157694,6000,15,2021-10-05 07:31:36.729,com.sec.android.app.shealth,2021-10-05 07:31:36.729,e6cc11e9-773a-4143-8035-f9bf0fbcdfb3.source_info.json,1.3437064,5586.72,379.63,7414,VfS0qUERdZ,com.sec.android.app.shealth,0,e6cc11e9-773a-4143-8035-f9bf0fbcdfb3.achievement.json,e6cc11e9-773a-4143-8035-f9bf0fbcdfb3,1632960000000,
2102,6e0a9dae-ca2b-4676-800f-88f6fe8af592.binning_data.json,1149034,6000,0,2021-10-05 07:31:37.465,com.sec.android.app.shealth,2021-10-05 07:31:37.465,6e0a9dae-ca2b-4676-800f-88f6fe8af592.source_info.json,1.3461652,1546.79,111.67,2102,VfS0qUERdZ,com.sec.android.app.shealth,0,6e0a9dae-ca2b-4676-800f-88f6fe8af592.achievement.json,6e0a9dae-ca2b-4676-800f-88f6fe8af592,1632528000000,
3300,2ab73b11-3c5b-4144-a8a3-0e325a13f913.binning_data.json,1882302,6000,7,2021-10-05 07:03:11.439,com.sec.android.app.shealth,2021-10-05 07:03:11.439,,1.352716,2546.22,165.8,3293,6fPiwL19M5,com.sec.android.app.shealth,0,2ab73b11-3c5b-4144-a8a3-0e325a13f913.achievement.json,2ab73b11-3c5b-4144-a8a3-0e325a13f913,1633219200000,
15,a8c3bf55-dc70-450e-9fef-17604b2095da.binning_data.json,8123,6000,0,2021-10-05 07:03:20.002,com.sec.android.app.shealth,2021-10-05 07:03:20.002,,1.2777779,10.38,0.36,15,DQQ9M5Fmpd,com.sec.android.app.shealth,0,a8c3bf55-dc70-450e-9fef-17604b2095da.achievement.json,a8c3bf55-dc70-450e-9fef-17604b2095da,1633305600000,
5264,ca8eee70-5c58-4764-948d-46b5fe5c2dc4.binning_data.json,3000481,6000,0,2021-10-05 07:31:38.280,com.sec.android.app.shealth,2021-10-05 07:31:38.280,ca8eee70-5c58-4764-948d-46b5fe5c2dc4.source_info.json,1.3217578,3965.91,268.32,5264,VfS0qUERdZ,com.sec.android.app.shealth,0,ca8eee70-5c58-4764-948d-46b5fe5c2dc4.achievement.json,ca8eee70-5c58-4764-948d-46b5fe5c2dc4,1632009600000,
4939,38409378-8609-4a90-92c7-a94b788f187e.binning_data.json,2896124,6000,0,2021-10-05 07:31:37.812,com.sec.android.app.shealth,2021-10-05 07:31:37.812,38409378-8609-4a90-92c7-a94b788f187e.source_info.json,1.2489104,3617.0,260.99,4939,VfS0qUERdZ,com.sec.android.app.shealth,0,38409378-8609-4a90-92c7-a94b788f187e.achievement.json,38409378-8609-4a90-92c7-a94b788f187e,1632441600000,
1663,d7413edc-09d5-4744-bea7-a582516c711e.binning_data.json,892532,6000,0,2021-10-05 07:31:37.321,com.sec.android.app.shealth,2021-10-05 07:31:37.321,d7413edc-09d5-4744-bea7-a582516c711e.source_info.json,1.427691,1274.26,83.45,1663,VfS0qUERdZ,com.sec.android.app.shealth,0,d7413edc-09d5-4744-bea7-a582516c711e.achievement.json,d7413edc-09d5-4744-bea7-a582516c711e,1632614400000,
3677,10c42c51-27d6-469a-9c4b-5998743d20f4.binning_data.json,2218251,6000,0,2021-10-05 07:31:38.956,com.sec.android.app.shealth,2021-10-05 07:31:38.956,10c42c51-27d6-469a-9c4b-5998743d20f4.source_info.json,1.2262809,2720.2,192.6,3677,VfS0qUERdZ,com.sec.android.app.shealth,0,10c42c51-27d6-469a-9c4b-5998743d20f4.achievement.json,10c42c51-27d6-469a-9c4b-5998743d20f4,1631491200000,
7222,a902b9b6-2684-4c02-b33c-3d9fdb45560f.binning_data.json,3778519,6000,9,2021-10-21 00:53:04.652,com.sec.android.app.shealth,2021-10-20 00:48:36.672,a902b9b6-2684-4c02-b33c-3d9fdb45560f.source_info.json,1.3129537,4961.0215,227.91095,7213,VfS0qUERdZ,com.sec.android.app.shealth,0,a902b9b6-2684-4c02-b33c-3d9fdb45560f.achievement.json,a902b9b6-2684-4c02-b33c-3d9fdb45560f,1634688000000,
13,6482f6ee-acb4-455a-830d-5e33da4ef31b.binning_data.json,5736,6000,0,2021-10-11 15:15:52.140,com.sec.android.app.shealth,2021-10-11 15:15:52.140,,1.6944444,9.72,0.34,13,6fPiwL19M5,com.sec.android.app.shealth,0,6482f6ee-acb4-455a-830d-5e33da4ef31b.achievement.json,6482f6ee-acb4-455a-830d-5e33da4ef31b,1633910400000,
3373,bc5d2ccf-907c-4374-9b31-d8c709b4c23e.binning_data.json,1869408,6000,25,2021-10-05 07:31:38.577,com.sec.android.app.shealth,2021-10-05 07:31:38.577,bc5d2ccf-907c-4374-9b31-d8c709b4c23e.source_info.json,1.3713859,2563.6802,176.46002,3348,VfS0qUERdZ,com.sec.android.app.shealth,0,bc5d2ccf-907c-4374-9b31-d8c709b4c23e.achievement.json,bc5d2ccf-907c-4374-9b31-d8c709b4c23e,1631836800000,
8356,b885afac-2dfa-4577-a75c-db1401fae224.binning_data.json,4235560,6000,61,2021-10-13 21:48:49.724,com.sec.android.app.shealth,2021-10-12 21:50:40.742,b885afac-2dfa-4577-a75c-db1401fae224.source_info.json,1.3543782,5736.5513,260.0899,8295,VfS0qUERdZ,com.sec.android.app.shealth,0,b885afac-2dfa-4577-a75c-db1401fae224.achievement.json,b885afac-2dfa-4577-a75c-db1401fae224,1634083200000,
2794,5baebe1a-6f97-4ec8-b01f-fcdb045e60c1.binning_data.json,1600505,6000,0,2021-10-05 07:31:39.208,com.sec.android.app.shealth,2021-10-05 07:31:39.208,5baebe1a-6f97-4ec8-b01f-fcdb045e60c1.source_info.json,1.3383081,2141.97,139.47,2794,VfS0qUERdZ,com.sec.android.app.shealth,0,5baebe1a-6f97-4ec8-b01f-fcdb045e60c1.achievement.json,5baebe1a-6f97-4ec8-b01f-fcdb045e60c1,1631404800000,
6466,6b4edc54-ef80-45d3-a48b-02258112d455.binning_data.json,3378749,6000,0,2021-10-15 11:16:23.760,com.sec.android.app.shealth,2021-10-14 22:55:02.560,6b4edc54-ef80-45d3-a48b-02258112d455.source_info.json,1.3183486,4454.37,197.56,6466,VfS0qUERdZ,com.sec.android.app.shealth,0,6b4edc54-ef80-45d3-a48b-02258112d455.achievement.json,6b4edc54-ef80-45d3-a48b-02258112d455,1634256000000,
9,fca31af9-94e4-4781-8154-a57ee21d52f7.binning_data.json,5463,6000,0,2021-10-21 16:52:27.999,com.sec.android.app.shealth,2021-10-21 16:52:27.999,,1.111111,6.0699997,0.25,9,6fPiwL19M5,com.sec.android.app.shealth,0,fca31af9-94e4-4781-8154-a57ee21d52f7.achievement.json,fca31af9-94e4-4781-8154-a57ee21d52f7,1634774400000,
6680,c0e35293-221e-4e09-8e69-b5ac73f54bd0.binning_data.json,3446091,6000,0,2021-10-22 21:46:23.500,com.sec.android.app.shealth,2021-10-22 00:47:53.426,c0e35293-221e-4e09-8e69-b5ac73f54bd0.source_info.json,1.3374718,4609.051,204.45001,6680,VfS0qUERdZ,com.sec.android.app.shealth,0,c0e35293-221e-4e09-8e69-b5ac73f54bd0.achievement.json,c0e35293-221e-4e09-8e69-b5ac73f54bd0,1634860800000,
2210,2a9d4926-5ad8-4d91-a6a1-3c40677bddf0.binning_data.json,1269918,6000,0,2021-10-05 07:31:38.273,com.sec.android.app.shealth,2021-10-05 07:31:38.273,2a9d4926-5ad8-4d91-a6a1-3c40677bddf0.source_info.json,1.3065485,1659.21,111.57,2210,VfS0qUERdZ,com.sec.android.app.shealth,0,2a9d4926-5ad8-4d91-a6a1-3c40677bddf0.achievement.json,2a9d4926-5ad8-4d91-a6a1-3c40677bddf0,1632096000000,
7,3c505c3b-402b-4b3c-8053-d296b9b697b7.binning_data.json,2847,6000,0,2021-10-23 15:08:23.088,com.sec.android.app.shealth,2021-10-23 15:08:23.088,,1.8333335,5.22,0.18,7,6fPiwL19M5,com.sec.android.app.shealth,0,3c505c3b-402b-4b3c-8053-d296b9b697b7.achievement.json,3c505c3b-402b-4b3c-8053-d296b9b697b7,1634947200000,
3522,7abfc3c2-5116-49d1-a37c-2831bbd0c31f.binning_data.json,1940793,6000,2,2021-10-05 07:31:38.931,com.sec.android.app.shealth,2021-10-05 07:31:38.931,7abfc3c2-5116-49d1-a37c-2831bbd0c31f.source_info.json,1.3478968,2615.99,184.28,3520,VfS0qUERdZ,com.sec.android.app.shealth,0,7abfc3c2-5116-49d1-a37c-2831bbd0c31f.achievement.json,7abfc3c2-5116-49d1-a37c-2831bbd0c31f,1631577600000,
6330,bb776dd1-bc9c-43da-8070-4068c5168424.binning_data.json,3351503,6000,0,2021-10-06 16:21:43.150,com.sec.android.app.shealth,2021-10-06 16:21:43.150,,1.2770058,4279.89,194.76,6330,6fPiwL19M5,com.sec.android.app.shealth,0,bb776dd1-bc9c-43da-8070-4068c5168424.achievement.json,bb776dd1-bc9c-43da-8070-4068c5168424,1633478400000,
4871,9bbd7be6-19d4-4e1f-bff5-c9e62498756c.binning_data.json,2881340,6000,0,2021-10-05 07:31:39.616,com.sec.android.app.shealth,2021-10-05 07:31:39.616,9bbd7be6-19d4-4e1f-bff5-c9e62498756c.source_info.json,1.2512856,3605.38,254.65,4871,VfS0qUERdZ,com.sec.android.app.shealth,0,9bbd7be6-19d4-4e1f-bff5-c9e62498756c.achievement.json,9bbd7be6-19d4-4e1f-bff5-c9e62498756c,1631059200000,
56,73847e7b-8c5f-42c1-9b25-0bcb98966ce5.binning_data.json,29683,6000,0,2021-10-24 21:16:48.039,com.sec.android.app.shealth,2021-10-23 17:34:07.198,73847e7b-8c5f-42c1-9b25-0bcb98966ce5.source_info.json,1.3434933,39.88,1.62,56,VfS0qUERdZ,com.sec.android.app.shealth,0,73847e7b-8c5f-42c1-9b25-0bcb98966ce5.achievement.json,73847e7b-8c5f-42c1-9b25-0bcb98966ce5,1635033600000,
9623,69a7ccde-aac8-408c-8a7e-4b737ffe80e2.binning_data.json,5129956,6000,20,2021-10-07 16:38:38.874,com.sec.android.app.shealth,2021-10-07 16:38:38.874,,1.3078085,6709.0005,286.9512,9603,DQQ9M5Fmpd,com.sec.android.app.shealth,0,69a7ccde-aac8-408c-8a7e-4b737ffe80e2.achievement.json,69a7ccde-aac8-408c-8a7e-4b737ffe80e2,1633564800000,
28,1a22a3a9-c3ba-46cb-8958-1bdf36a820d1.binning_data.json,17320,6000,0,2021-10-17 20:46:23.623,com.sec.android.app.shealth,2021-10-17 20:46:23.623,,1.0761882,18.639767,0.75997066,28,DQQ9M5Fmpd,com.sec.android.app.shealth,0,1a22a3a9-c3ba-46cb-8958-1bdf36a820d1.achievement.json,1a22a3a9-c3ba-46cb-8958-1bdf36a820d1,1634428800000,
8250,d79e7cc7-9d53-4cd9-b873-46c6c1a573c8.binning_data.json,4376433,6000,34,2021-10-26 18:47:39.547,com.sec.android.app.shealth,2021-10-26 00:57:02.695,d79e7cc7-9d53-4cd9-b873-46c6c1a573c8.source_info.json,1.3333561,5835.345,372.0204,8216,VfS0qUERdZ,com.sec.android.app.shealth,0,d79e7cc7-9d53-4cd9-b873-46c6c1a573c8.achievement.json,d79e7cc7-9d53-4cd9-b873-46c6c1a573c8,1635206400000,
2413,91a8a285-68b4-4b2b-ab12-0dc0a38a105c.binning_data.json,1134874,6000,37,2021-10-25 20:57:12.858,com.sec.android.app.shealth,2021-10-25 20:57:12.858,,1.4623902,1659.63,77.92,2376,6fPiwL19M5,com.sec.android.app.shealth,0,91a8a285-68b4-4b2b-ab12-0dc0a38a105c.achievement.json,91a8a285-68b4-4b2b-ab12-0dc0a38a105c,1635120000000,
6243,870b3b59-5f94-485d-a41b-62aedaf575f2.binning_data.json,3476194,6000,18,2021-10-20 15:00:25.194,com.sec.android.app.shealth,2021-10-19 19:06:50.483,,1.2461638,4331.9077,189.75018,6225,DQQ9M5Fmpd,com.sec.android.app.shealth,0,870b3b59-5f94-485d-a41b-62aedaf575f2.achievement.json,870b3b59-5f94-485d-a41b-62aedaf575f2,1634601600000,
7557,a48dd66c-bdcc-4f19-932c-967d35b5ed82.binning_data.json,3968321,6000,9,2021-10-27 15:36:53.629,com.sec.android.app.shealth,2021-10-27 15:36:53.629,,1.346806,5344.56,336.36,7548,6fPiwL19M5,com.sec.android.app.shealth,0,a48dd66c-bdcc-4f19-932c-967d35b5ed82.achievement.json,a48dd66c-bdcc-4f19-932c-967d35b5ed82,1635292800000,
4940,0c0addc7-6f4b-46b9-a89a-c5a3286d8d3d.binning_data.json,2455398,6000,36,2021-10-29 00:28:09.292,com.sec.android.app.shealth,2021-10-27 23:15:04.433,0c0addc7-6f4b-46b9-a89a-c5a3286d8d3d.source_info.json,1.4606434,3586.4612,215.77066,4904,VfS0qUERdZ,com.sec.android.app.shealth,0,0c0addc7-6f4b-46b9-a89a-c5a3286d8d3d.achievement.json,0c0addc7-6f4b-46b9-a89a-c5a3286d8d3d,1635379200000,
5375,84e76fea-b092-4643-b8c4-e7ce927d9c88.binning_data.json,2885013,6000,22,2021-10-22 16:45:42.068,com.sec.android.app.shealth,2021-10-21 16:55:09.061,,1.3075806,3772.388,161.91008,5353,DQQ9M5Fmpd,com.sec.android.app.shealth,0,84e76fea-b092-4643-b8c4-e7ce927d9c88.achievement.json,84e76fea-b092-4643-b8c4-e7ce927d9c88,1634774400000,
3037,3fdb50b7-b119-427d-9029-707a32f008a6.binning_data.json,1424973,6000,19,2021-10-29 15:16:57.938,com.sec.android.app.shealth,2021-10-29 15:16:57.938,,1.4903439,2123.7,141.47,3018,6fPiwL19M5,com.sec.android.app.shealth,0,3fdb50b7-b119-427d-9029-707a32f008a6.achievement.json,3fdb50b7-b119-427d-9029-707a32f008a6,1635465600000,
76,f149f7bc-dcc4-4e29-9798-15f090ea7f4a.binning_data.json,46712,6000,0,2021-10-31 15:00:04.082,com.sec.android.app.shealth,2021-10-30 16:43:43.361,,1.1457423,53.52,3.4,76,DQQ9M5Fmpd,com.sec.android.app.shealth,0,f149f7bc-dcc4-4e29-9798-15f090ea7f4a.achievement.json,f149f7bc-dcc4-4e29-9798-15f090ea7f4a,1635552000000,
12,8d9e82eb-3af5-42ca-881c-d1800e5a4b86.binning_data.json,7103,6000,0,2021-10-23 15:11:33.758,com.sec.android.app.shealth,2021-10-23 15:11:33.758,,1.1388888,8.09,0.31,12,DQQ9M5Fmpd,com.sec.android.app.shealth,0,8d9e82eb-3af5-42ca-881c-d1800e5a4b86.achievement.json,8d9e82eb-3af5-42ca-881c-d1800e5a4b86,1634947200000,
5624,1eeb6469-a080-40da-a7b2-370b976efcd4.binning_data.json,2909811,6000,8,2021-10-26 17:56:12.049,com.sec.android.app.shealth,2021-10-25 20:57:20.008,,1.3679788,3980.56,210.94,5616,DQQ9M5Fmpd,com.sec.android.app.shealth,0,1eeb6469-a080-40da-a7b2-370b976efcd4.achievement.json,1eeb6469-a080-40da-a7b2-370b976efcd4,1635120000000,
4617,0b1c435e-611d-44ca-b229-e1e9bd4c2fff.binning_data.json,2400040,6000,15,2021-11-01 05:05:33.402,com.sec.android.app.shealth,2021-10-31 21:22:39.418,0b1c435e-611d-44ca-b229-e1e9bd4c2fff.source_info.json,1.3679816,3283.2117,211.49028,4602,VfS0qUERdZ,com.sec.android.app.shealth,0,0b1c435e-611d-44ca-b229-e1e9bd4c2fff.achievement.json,0b1c435e-611d-44ca-b229-e1e9bd4c2fff,1635724800000,
6552,f801a40b-898b-4608-8f71-bd99d9cb30bb.binning_data.json,3452072,6000,8,2021-10-08 15:46:41.217,com.sec.android.app.shealth,2021-10-08 15:46:41.217,,1.2903348,4454.33,201.53,6544,6fPiwL19M5,com.sec.android.app.shealth,0,f801a40b-898b-4608-8f71-bd99d9cb30bb.achievement.json,f801a40b-898b-4608-8f71-bd99d9cb30bb,1633651200000,
7318,ae345d98-4754-4012-b24d-643327947a7f.binning_data.json,3998944,6000,42,2021-10-27 15:36:55.759,com.sec.android.app.shealth,2021-10-27 15:36:55.759,,1.3227988,5289.799,330.90222,7276,DQQ9M5Fmpd,com.sec.android.app.shealth,0,ae345d98-4754-4012-b24d-643327947a7f.achievement.json,ae345d98-4754-4012-b24d-643327947a7f,1635292800000,
4133,24a1a89c-c625-4019-9817-6992706b8956.binning_data.json,2215725,6000,10,2021-10-10 15:00:05.772,com.sec.android.app.shealth,2021-10-10 15:00:05.772,,1.3014519,2883.66,122.66,4123,6fPiwL19M5,com.sec.android.app.shealth,0,24a1a89c-c625-4019-9817-6992706b8956.achievement.json,24a1a89c-c625-4019-9817-6992706b8956,1633824000000,
76,ac89d9ab-b54c-4b5f-b4fc-1493ffe99a20.binning_data.json,46712,6000,0,2021-10-30 21:40:28.774,com.sec.android.app.shealth,2021-10-29 21:58:00.832,ac89d9ab-b54c-4b5f-b4fc-1493ffe99a20.source_info.json,1.1457423,53.52,3.4,76,VfS0qUERdZ,com.sec.android.app.shealth,0,ac89d9ab-b54c-4b5f-b4fc-1493ffe99a20.achievement.json,ac89d9ab-b54c-4b5f-b4fc-1493ffe99a20,1635552000000,
9551,cf4c7e91-67ef-44e4-9b25-eab363af2415.binning_data.json,5169938,6000,81,2021-10-06 10:15:20.007,com.sec.android.app.shealth,2021-10-05 21:50:14.585,cf4c7e91-67ef-44e4-9b25-eab363af2415.source_info.json,1.2656822,6543.4985,293.42023,9470,VfS0qUERdZ,com.sec.android.app.shealth,0,cf4c7e91-67ef-44e4-9b25-eab363af2415.achievement.json,cf4c7e91-67ef-44e4-9b25-eab363af2415,1633478400000,
10,19c17d7d-7cb8-44d8-9c44-5593efa86cb1.binning_data.json,5805,6000,0,2021-10-12 15:03:10.042,com.sec.android.app.shealth,2021-10-12 15:03:10.042,,1.1196398,6.5,0.31,10,DQQ9M5Fmpd,com.sec.android.app.shealth,0,19c17d7d-7cb8-44d8-9c44-5593efa86cb1.achievement.json,19c17d7d-7cb8-44d8-9c44-5593efa86cb1,1633910400000,
9981,10cab4bb-5544-49a5-90c8-b553d6ae6f68.binning_data.json,5670638,6000,4,2021-10-10 15:00:09.737,com.sec.android.app.shealth,2021-10-09 15:00:13.995,,1.2086445,6853.786,294.21606,9977,DQQ9M5Fmpd,com.sec.android.app.shealth,0,10cab4bb-5544-49a5-90c8-b553d6ae6f68.achievement.json,10cab4bb-5544-49a5-90c8-b553d6ae6f68,1633737600000,
8996,865e7c9c-3d86-45e4-b196-794b0604e2a0.binning_data.json,4821964,6000,28,2021-10-08 21:38:50.117,com.sec.android.app.shealth,2021-10-07 17:30:27.338,865e7c9c-3d86-45e4-b196-794b0604e2a0.source_info.json,1.2782787,6163.8145,277.28098,8968,VfS0qUERdZ,com.sec.android.app.shealth,0,865e7c9c-3d86-45e4-b196-794b0604e2a0.achievement.json,865e7c9c-3d86-45e4-b196-794b0604e2a0,1633651200000,
5880,2041afe6-14cd-4ee8-b58e-e2325cbbde3c.binning_data.json,3317172,6000,0,2021-10-14 16:22:32.210,com.sec.android.app.shealth,2021-10-14 16:22:32.210,,1.1912706,3951.65,181.03,5880,6fPiwL19M5,com.sec.android.app.shealth,0,2041afe6-14cd-4ee8-b58e-e2325cbbde3c.achievement.json,2041afe6-14cd-4ee8-b58e-e2325cbbde3c,1634169600000,
11,911202e5-d001-4f51-8297-c6a8794bc6bc.binning_data.json,6915,6000,0,2021-10-16 15:19:49.219,com.sec.android.app.shealth,2021-10-16 15:19:49.219,,1.0555556,7.3,0.33,11,DQQ9M5Fmpd,com.sec.android.app.shealth,0,911202e5-d001-4f51-8297-c6a8794bc6bc.achievement.json,911202e5-d001-4f51-8297-c6a8794bc6bc,1634342400000,
4700,a7b62119-c5ee-4f2c-ba04-be5428b57c9a.binning_data.json,2587230,6000,1,2021-10-10 22:04:56.149,com.sec.android.app.shealth,2021-10-09 22:15:38.279,a7b62119-c5ee-4f2c-ba04-be5428b57c9a.source_info.json,1.2555611,3248.4268,138.65025,4699,VfS0qUERdZ,com.sec.android.app.shealth,0,a7b62119-c5ee-4f2c-ba04-be5428b57c9a.achievement.json,a7b62119-c5ee-4f2c-ba04-be5428b57c9a,1633824000000,
5438,93c01a71-a5f1-43d6-b7bf-961f977e1407.binning_data.json,2691822,6000,43,2021-10-12 15:02:57.135,com.sec.android.app.shealth,2021-10-12 15:02:57.135,,1.3806481,3716.46,171.46,5395,6fPiwL19M5,com.sec.android.app.shealth,0,93c01a71-a5f1-43d6-b7bf-961f977e1407.achievement.json,93c01a71-a5f1-43d6-b7bf-961f977e1407,1633996800000,
6527,1c226891-033f-4b6f-bd6e-640e5ee86e22.binning_data.json,3556521,6000,16,2021-10-20 00:48:37.220,com.sec.android.app.shealth,2021-10-18 23:15:13.969,1c226891-033f-4b6f-bd6e-640e5ee86e22.source_info.json,1.2572955,4471.598,200.53018,6511,VfS0qUERdZ,com.sec.android.app.shealth,0,1c226891-033f-4b6f-bd6e-640e5ee86e22.achievement.json,1c226891-033f-4b6f-bd6e-640e5ee86e22,1634601600000,
5946,5edf0fc7-c537-43b7-b3e3-63e2ee010ff2.binning_data.json,2993967,6000,43,2021-10-12 21:50:41.448,com.sec.android.app.shealth,2021-10-11 22:55:31.093,5edf0fc7-c537-43b7-b3e3-63e2ee010ff2.source_info.json,1.3718646,4107.3184,186.17996,5903,VfS0qUERdZ,com.sec.android.app.shealth,0,5edf0fc7-c537-43b7-b3e3-63e2ee010ff2.achievement.json,5edf0fc7-c537-43b7-b3e3-63e2ee010ff2,1633996800000,
6152,5abab1cc-a99e-4954-8ee6-b4a95f012d6d.binning_data.json,3489490,6000,0,2021-10-14 21:55:59.252,com.sec.android.app.shealth,2021-10-13 22:55:27.529,5abab1cc-a99e-4954-8ee6-b4a95f012d6d.source_info.json,1.190025,4152.5806,187.43999,6152,VfS0qUERdZ,com.sec.android.app.shealth,0,5abab1cc-a99e-4954-8ee6-b4a95f012d6d.achievement.json,5abab1cc-a99e-4954-8ee6-b4a95f012d6d,1634169600000,
5384,51db49e5-a629-44b3-a441-67853158f7f7.binning_data.json,2890476,6000,22,2021-10-22 00:47:54.189,com.sec.android.app.shealth,2021-10-21 00:53:04.035,51db49e5-a629-44b3-a441-67853158f7f7.source_info.json,1.3072093,3778.458,162.16008,5362,VfS0qUERdZ,com.sec.android.app.shealth,0,51db49e5-a629-44b3-a441-67853158f7f7.achievement.json,51db49e5-a629-44b3-a441-67853158f7f7,1634774400000,
11,1adc9952-ac7c-47ed-a5f7-1b79c9e6a0df.binning_data.json,6915,6000,0,2021-10-15 19:45:28.985,com.sec.android.app.shealth,2021-10-15 19:45:28.985,1adc9952-ac7c-47ed-a5f7-1b79c9e6a0df.source_info.json,1.0555556,7.3,0.33,11,VfS0qUERdZ,com.sec.android.app.shealth,0,1adc9952-ac7c-47ed-a5f7-1b79c9e6a0df.achievement.json,1adc9952-ac7c-47ed-a5f7-1b79c9e6a0df,1634342400000,
5381,615eeaa2-2ba1-4646-89a5-0838bd128400.binning_data.json,2871952,6000,5,2021-10-19 19:06:50.469,com.sec.android.app.shealth,2021-10-18 15:00:08.271,,1.317761,3784.5464,161.81226,5376,DQQ9M5Fmpd,com.sec.android.app.shealth,0,615eeaa2-2ba1-4646-89a5-0838bd128400.achievement.json,615eeaa2-2ba1-4646-89a5-0838bd128400,1634515200000,
7002,d382ab93-fbcb-47d0-bd92-79e183722925.binning_data.json,3761583,6000,9,2021-10-21 16:55:09.120,com.sec.android.app.shealth,2021-10-20 15:00:25.039,,1.3050638,4909.1064,221.42108,6993,DQQ9M5Fmpd,com.sec.android.app.shealth,0,d382ab93-fbcb-47d0-bd92-79e183722925.achievement.json,d382ab93-fbcb-47d0-bd92-79e183722925,1634688000000,
19,c94f7672-31cd-4dd0-9a87-b9861394f2da.binning_data.json,9950,6000,0,2021-10-23 08:31:31.499,com.sec.android.app.shealth,2021-10-22 21:46:22.508,c94f7672-31cd-4dd0-9a87-b9861394f2da.source_info.json,1.337596,13.309999,0.49,19,VfS0qUERdZ,com.sec.android.app.shealth,0,c94f7672-31cd-4dd0-9a87-b9861394f2da.achievement.json,c94f7672-31cd-4dd0-9a87-b9861394f2da,1634947200000,
7143,6ecbecc6-1714-4128-8a79-577f8b18a2db.binning_data.json,3811967,6000,13,2021-10-14 16:22:42.823,com.sec.android.app.shealth,2021-10-13 15:00:05.439,,1.3148732,5012.2544,217.32986,7130,DQQ9M5Fmpd,com.sec.android.app.shealth,0,6ecbecc6-1714-4128-8a79-577f8b18a2db.achievement.json,6ecbecc6-1714-4128-8a79-577f8b18a2db,1634083200000,
6041,9793aea8-1111-416a-87e6-abf1c36658d7.binning_data.json,3230861,6000,0,2021-10-23 15:11:34.296,com.sec.android.app.shealth,2021-10-22 16:45:42.007,,1.3148266,4248.0234,183.72043,6041,DQQ9M5Fmpd,com.sec.android.app.shealth,0,9793aea8-1111-416a-87e6-abf1c36658d7.achievement.json,9793aea8-1111-416a-87e6-abf1c36658d7,1634860800000,
5978,162dff55-c13f-496f-8d39-f7f773468a78.binning_data.json,3227666,6000,0,2021-10-15 18:23:21.960,com.sec.android.app.shealth,2021-10-15 18:23:21.960,,1.2961816,4183.642,179.39032,5978,DQQ9M5Fmpd,com.sec.android.app.shealth,0,162dff55-c13f-496f-8d39-f7f773468a78.achievement.json,162dff55-c13f-496f-8d39-f7f773468a78,1634256000000,
36,5c486884-c0d8-4203-a1bf-2e92980ef3f3.binning_data.json,21026,6000,0,2021-10-25 20:57:20.022,com.sec.android.app.shealth,2021-10-24 16:12:24.383,,1.1623269,24.44,1.04,36,DQQ9M5Fmpd,com.sec.android.app.shealth,0,5c486884-c0d8-4203-a1bf-2e92980ef3f3.achievement.json,5c486884-c0d8-4203-a1bf-2e92980ef3f3,1635033600000,
5740,15a94e9b-cf15-4ead-90f2-4b49b0703959.binning_data.json,2910899,6000,22,2021-10-18 15:00:05.104,com.sec.android.app.shealth,2021-10-18 15:00:05.104,,1.3497168,3928.89,179.34,5718,6fPiwL19M5,com.sec.android.app.shealth,0,15a94e9b-cf15-4ead-90f2-4b49b0703959.achievement.json,15a94e9b-cf15-4ead-90f2-4b49b0703959,1634515200000,
1838,b419cdaa-d32c-4e0d-a55f-74c443d1442e.binning_data.json,820633,6000,0,2021-10-20 15:00:22.246,com.sec.android.app.shealth,2021-10-20 15:00:22.246,,1.38694,1138.17,62.56,1838,6fPiwL19M5,com.sec.android.app.shealth,0,b419cdaa-d32c-4e0d-a55f-74c443d1442e.achievement.json,b419cdaa-d32c-4e0d-a55f-74c443d1442e,1634688000000,
7667,c73476bc-91a1-46e3-a81f-7075731a7eff.binning_data.json,4117764,6000,34,2021-10-27 15:36:55.599,com.sec.android.app.shealth,2021-10-26 17:56:12.128,,1.3239254,5451.613,349.9505,7633,DQQ9M5Fmpd,com.sec.android.app.shealth,0,c73476bc-91a1-46e3-a81f-7075731a7eff.achievement.json,c73476bc-91a1-46e3-a81f-7075731a7eff,1635206400000,
3909,826d3a8d-d283-4b2c-a220-d9fcf40f0535.binning_data.json,1952322,6000,0,2021-10-22 16:45:35.990,com.sec.android.app.shealth,2021-10-22 16:45:35.990,,1.3361672,2608.63,123.6,3909,6fPiwL19M5,com.sec.android.app.shealth,0,826d3a8d-d283-4b2c-a220-d9fcf40f0535.achievement.json,826d3a8d-d283-4b2c-a220-d9fcf40f0535,1634860800000,
