com.samsung.shealth.activity_level,6195017,1
activity_level,start_time,update_time,create_time,time_offset,deviceuuid,pkg_name,datauuid
180002,2020-05-24 04:18:02.369,2020-05-24 04:18:02.369,2020-05-24 04:18:02.378,UTC+0900,1pqYBn0PvJ,com.sec.android.app.shealth,a31d2642-db0b-4b69-89c1-f397fa8a6882,
